2023-11-14 04:20:51.937 | INFO     | scripts.train_CUB:train_val:49 - config: {'seed': 60, 'm': 16, 'alpha': 1, 'beta': 1.0, 'beta2': 0.01, 'mome': 0.9, 'epoch_change': 9, 'sigma': 1.0, 'gamma': 20.0, 'lambda': 0.0001, 'mu': 1, 'nu': 1, 'eta': 55, 'dcc_iter': 10, 'optimizer': {'type': <class 'torch.optim.rmsprop.RMSprop'>, 'optim_param': {'lr': 1e-05, 'weight_decay': 1e-05}}, 'resize_size': 256, 'crop_size': 224, 'batch_size': 64, 'net': <class 'model.Net.MoCo'>, 'dataset': 'imagenet', 'without_BN': False, 'epoch': 1000, 'test_map': 3, 'stop_iter': 10, 'device': device(type='cuda'), 'n_gpu': 1, 'bit_list': [32, 64], 'max_norm': 5.0, 'T': 0.001, 'resnet_url': '../../Pretrain/resnet50-19c8e357.pth', 'url': '../../Pretrain/moco_v2_800ep_pretrain.pth', 'txt_path': '../../data/glove/glove.6B.50d.txt', 'label_size': 100, 'update_center': False, 'topk': 1000, 'n_class': 100, 'data_path': '../../data/imagenet/', 'data': {'train_set': {'list_path': './data/imagenet/train.txt', 'batch_size': 64}, 'test_set': {'list_path': './data/imagenet/test.txt', 'batch_size': 64}, 'database': {'list_path': './data/imagenet/database.txt', 'batch_size': 64}}, 'order_seed': 80, 'center_path': './centerswithoutVar/CSQ_init_True_100_64.npy', 'CSQ_center': './CSQcenters/CSQ_100_64.npy', 'remarks': 'Ours', 'save_path': './results/imagenet/Ours', 'save_center': './results/imagenet/Ours/ours_64.npy', 'info': '[Ours]', 'loss_way': 'Ours', 'num_train': 13000}
2023-11-14 04:20:51.938 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 1/1000 04:20:51 bits: 64 dataset: imagenet loss way: Ours training...
2023-11-14 04:22:55.236 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.026593484888401103, center loss: 5.419477227143943, pair loss: 0
2023-11-14 04:22:55.239 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 2/1000 04:22:55 bits: 64 dataset: imagenet loss way: Ours training...
2023-11-14 04:24:57.072 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.011650845686923348, center loss: 2.3714704364538193, pair loss: 0
2023-11-14 04:24:57.073 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 3/1000 04:24:57 bits: 64 dataset: imagenet loss way: Ours training...
2023-11-14 04:27:01.536 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.008089049557205654, center loss: 1.6451081186532974, pair loss: 0
2023-11-14 04:36:22.385 | INFO     | scripts.train_CUB:train_val:98 - save in ./results/imagenet/Ours
2023-11-14 04:36:22.386 | INFO     | scripts.train_CUB:train_val:108 - [Ours] 3/1000 04:24:57 bits: 64 dataset: imagenet Best mAP: 0.8635275629975591, current mAP: 0.8635275629975591
2023-11-14 04:36:22.386 | INFO     | scripts.train_CUB:train_val:54 - [Ours] 4/1000 04:36:22 bits: 64 dataset: imagenet loss way: Ours training...
2023-11-14 04:38:23.703 | INFO     | scripts.train_CUB:train_val:82 - train loss: 0.0064045172196119, center loss: 1.301674008835107, pair loss: 0
